source_id,title,authors,year,doi_or_patent,url,access_status,property,value,unit,temperature_C,pressure_MPa,composition,provenance,notes,relevance,confidence
CHEN2022_ENERGIES,Synthesis and Characterization of a Novel Self-Generated Proppant Fracturing Fluid System,"Chen Y; Sang Y; Guo J; Yang J; Chen W; Liu F; Zeng J; Tang B",2022,10.3390/en15228737,https://www.mdpi.com/1996-1073/15/22/8737,open_access_fulltext,phase_change_temperature,80,degC,,,epoxy PCL system,PUBLISHED_EXPERIMENTAL,Abstract,analogue_activation,high
CHEN2022_ENERGIES,Synthesis and Characterization of a Novel Self-Generated Proppant Fracturing Fluid System,"Chen Y; Sang Y; Guo J; Yang J; Chen W; Liu F; Zeng J; Tang B",2022,10.3390/en15228737,https://www.mdpi.com/1996-1073/15/22/8737,open_access_fulltext,phase_change_time,20,min,80,,epoxy PCL system,PUBLISHED_EXPERIMENTAL,Abstract; not claimed to equal complete solidification,analogue_transform_time,high
CHEN2023_EF,Liquid-Solid Phase-Change Autogenous Proppant Fracturing Fluid-Phase-Change Behavior Research and Field Application,"Chen et al.",2023,10.1021/acs.energyfuels.3c01266,https://doi.org/10.1021/acs.energyfuels.3c01266,abstract_plus_publisher_snippet,accelerant_dose_below_40C,0.6,percent_mass,<40,,tertiary amine accelerant,PUBLISHED_EXPERIMENTAL,Abstract/snippet: dosage more than 0.6% when T below 40 C. Full paper not fully retrieved,analogue_latency_control,medium
MADBOULY2025_ACS_OMEGA,Influence of Grubbs Catalyst Concentration on the Rheokinetics Mechanical and Thermomechanical Properties of Dicyclopentadiene-Based Networks,"Madbouly SA; Doll SR; Boomer KD; Swanberg DJ",2025,10.1021/acsomega.5c09864,https://pmc.ncbi.nlm.nih.gov/articles/PMC12756721/,open_access_fulltext,DCPD_viscosity,1.0,mPa.s,20,,DCPD monomer,PUBLISHED_EXPERIMENTAL,1.0 mPa s (1.0 cP) at 20 C; specific gravity 0.97 g/cm3 at 25 C,delivery_viscosity,high
MADBOULY2025_ACS_OMEGA,Influence of Grubbs Catalyst Concentration on the Rheokinetics Mechanical and Thermomechanical Properties of Dicyclopentadiene-Based Networks,"Madbouly SA; Doll SR; Boomer KD; Swanberg DJ",2025,10.1021/acsomega.5c09864,https://pmc.ncbi.nlm.nih.gov/articles/PMC12756721/,open_access_fulltext,tgel,19.7,min,55,,DCPD + 0.04 wt% Grubbs II,PUBLISHED_EXPERIMENTAL,G'/G'' crossover,ROMP_kinetics,high
MADBOULY2025_ACS_OMEGA,Influence of Grubbs Catalyst Concentration on the Rheokinetics Mechanical and Thermomechanical Properties of Dicyclopentadiene-Based Networks,"Madbouly SA; Doll SR; Boomer KD; Swanberg DJ",2025,10.1021/acsomega.5c09864,https://pmc.ncbi.nlm.nih.gov/articles/PMC12756721/,open_access_fulltext,tgel,70,min,50,,DCPD + 0.04 wt% Grubbs II,PUBLISHED_EXPERIMENTAL,Figure 3 discussion,ROMP_kinetics,high
MADBOULY2025_ACS_OMEGA,Influence of Grubbs Catalyst Concentration on the Rheokinetics Mechanical and Thermomechanical Properties of Dicyclopentadiene-Based Networks,"Madbouly SA; Doll SR; Boomer KD; Swanberg DJ",2025,10.1021/acsomega.5c09864,https://pmc.ncbi.nlm.nih.gov/articles/PMC12756721/,open_access_fulltext,tgel,10,min,50,,DCPD + 0.12 wt% Grubbs II,PUBLISHED_EXPERIMENTAL,Figure 3 discussion,ROMP_kinetics,high
MADBOULY2025_ACS_OMEGA,Influence of Grubbs Catalyst Concentration on the Rheokinetics Mechanical and Thermomechanical Properties of Dicyclopentadiene-Based Networks,"Madbouly SA; Doll SR; Boomer KD; Swanberg DJ",2025,10.1021/acsomega.5c09864,https://pmc.ncbi.nlm.nih.gov/articles/PMC12756721/,open_access_fulltext,tgel,50,min,40,,DCPD + 0.12 wt% Grubbs II,PUBLISHED_EXPERIMENTAL,tgel 50 to 5 min as T 40 to 60 C at 0.12 wt%,ROMP_kinetics,high
MADBOULY2025_ACS_OMEGA,Influence of Grubbs Catalyst Concentration on the Rheokinetics Mechanical and Thermomechanical Properties of Dicyclopentadiene-Based Networks,"Madbouly SA; Doll SR; Boomer KD; Swanberg DJ",2025,10.1021/acsomega.5c09864,https://pmc.ncbi.nlm.nih.gov/articles/PMC12756721/,open_access_fulltext,tgel,5,min,60,,DCPD + 0.12 wt% Grubbs II,PUBLISHED_EXPERIMENTAL,Same series,ROMP_kinetics,high
MADBOULY2025_ACS_OMEGA,Influence of Grubbs Catalyst Concentration on the Rheokinetics Mechanical and Thermomechanical Properties of Dicyclopentadiene-Based Networks,"Madbouly SA; Doll SR; Boomer KD; Swanberg DJ",2025,10.1021/acsomega.5c09864,https://pmc.ncbi.nlm.nih.gov/articles/PMC12756721/,open_access_fulltext,Ea,79.3,kJ/mol,40-60,,DCPD + Grubbs II 0.04-0.30 wt%,PUBLISHED_EXPERIMENTAL,79.3 +/- 1.0 kJ/mol independent of GC concentration,ROMP_kinetics,high
HU2018_JPSE,In-situ polymerization of dicyclopentadiene for rock reinforcement,"Hu X; Zhu S; Qu M; Robisson A",2019,10.1016/j.petrol.2018.10.017,https://www.sciencedirect.com/science/article/pii/S0920410518309215,abstract_fulltext_html_snippet,tgel,5.98,min,50,,10 g DCPD + 200 uL catalyst no TPP,PUBLISHED_EXPERIMENTAL,G'/G'' crossover; HTML snippet retrieved not PDF,latency,high
HU2018_JPSE,In-situ polymerization of dicyclopentadiene for rock reinforcement,"Hu X; Zhu S; Qu M; Robisson A",2019,10.1016/j.petrol.2018.10.017,https://www.sciencedirect.com/science/article/pii/S0920410518309215,abstract_fulltext_html_snippet,tgel,27.3,min,50,,10 g DCPD + 200 uL catalyst + 5 uL TPP,PUBLISHED_EXPERIMENTAL,HTML snippet,latency,high
HU2018_JPSE,In-situ polymerization of dicyclopentadiene for rock reinforcement,"Hu X; Zhu S; Qu M; Robisson A",2019,10.1016/j.petrol.2018.10.017,https://www.sciencedirect.com/science/article/pii/S0920410518309215,abstract_fulltext_html_snippet,tgel,38.5,min,50,,10 g DCPD + 200 uL catalyst + 10 uL TPP,PUBLISHED_EXPERIMENTAL,HTML snippet,latency,high
HU2018_JPSE,In-situ polymerization of dicyclopentadiene for rock reinforcement,"Hu X; Zhu S; Qu M; Robisson A",2019,10.1016/j.petrol.2018.10.017,https://www.sciencedirect.com/science/article/pii/S0920410518309215,abstract_fulltext_html_snippet,tgel,2,min,80,,10 g DCPD + 200 uL catalyst + 10 uL TPP,PUBLISHED_EXPERIMENTAL,About 2 min at 80 C to 38.5 min at 50 C,latency_highT,high
US11377580B2,Methods for in situ formation of high glass transition temperature polymers,"Hu X; Zhu SS; Robisson A; Ossia S; Qu M",2022,US11377580B2,https://patents.google.com/patent/US11377580B2/en,patent_fulltext,time_to_peak,60,min,30,,DCPD + 28 ppm mol M2 (0.02 wt%),PUBLISHED_EXPERIMENTAL,TtP about one hour at 30 C; peak T 33 C; not complete cure. Patent example not a peer-reviewed gel time,downhole_ROMP_IP,high
US11377580B2,Methods for in situ formation of high glass transition temperature polymers,"Hu X; Zhu SS; Robisson A; Ossia S; Qu M",2022,US11377580B2,https://patents.google.com/patent/US11377580B2/en,patent_fulltext,time_to_peak,10,min,50,,DCPD + 28 ppm mol M2 (0.02 wt%),PUBLISHED_EXPERIMENTAL,TtP about 10 min; peak T about 160 C (bulk exotherm),downhole_ROMP_IP,high
US11377580B2,Methods for in situ formation of high glass transition temperature polymers,"Hu X; Zhu SS; Robisson A; Ossia S; Qu M",2022,US11377580B2,https://patents.google.com/patent/US11377580B2/en,patent_fulltext,pillar_Tg_min,200,degF,,,DCPD/TriCPD polymer pillars,PUBLISHED_EXPERIMENTAL,Claim language: Tg of at least 200 F (~93 C). Not a 150 C particle crush test,high_Tg_IP,high
KORDES2024_MME,Ring-Opening Metathesis Polymerization-Derived Poly(dicyclopentadiene)/Fiber Composites Using Latent Pre-Catalysts,"Kordes et al.",2024,10.1002/mame.202300367,https://doi.org/10.1002/mame.202300367,abstract_plus_snippet,latency_room_temperature,60,min,25,,G1 + 200 mol-ppm PPh3,PUBLISHED_EXPERIMENTAL,Snippet: 200 mol-ppm PPh3 introduces thermal latency at RT for ~1 h yet still allowed fast curing at 100 C. Full PDF not retrieved,latent_ROMP,medium
ELSER2018_CHEM,Latent and Air-Stable Pre-Catalysts for the Polymerization of Dicyclopentadiene,"Elser I; Kordes et al.; Buchmeiser MR",2018,10.1002/chem.201801862,https://doi.org/10.1002/chem.201801862,abstract,T_onset_min,65,degC,,,Mo imido alkylidene NHC precatalysts + DCPD,PUBLISHED_EXPERIMENTAL,Abstract: T_onset 65-140 C; T_exo_max 98-183 C. DSC heating-ramp onsets not isothermal 150 C gel times,latent_Mo_catalysts,high
ELSER2018_CHEM,Latent and Air-Stable Pre-Catalysts for the Polymerization of Dicyclopentadiene,"Elser I; Kordes et al.; Buchmeiser MR",2018,10.1002/chem.201801862,https://doi.org/10.1002/chem.201801862,abstract,T_onset_max,140,degC,,,Mo imido alkylidene NHC precatalysts + DCPD,PUBLISHED_EXPERIMENTAL,Upper onset from abstract,latent_Mo_catalysts,high
ELSER2018_CHEM,Latent and Air-Stable Pre-Catalysts for the Polymerization of Dicyclopentadiene,"Elser I; Kordes et al.; Buchmeiser MR",2018,10.1002/chem.201801862,https://doi.org/10.1002/chem.201801862,abstract,T_exo_max_min,98,degC,,,Mo imido alkylidene NHC precatalysts + DCPD,PUBLISHED_EXPERIMENTAL,Abstract T_exo_max span 98-183 C. DSC heating-ramp not isothermal 150 C gel time,latent_Mo_catalysts,high
ELSER2018_CHEM,Latent and Air-Stable Pre-Catalysts for the Polymerization of Dicyclopentadiene,"Elser I; Kordes et al.; Buchmeiser MR",2018,10.1002/chem.201801862,https://doi.org/10.1002/chem.201801862,abstract,T_exo_max_max,183,degC,,,Mo imido alkylidene NHC precatalysts + DCPD,PUBLISHED_EXPERIMENTAL,Upper exotherm maximum from abstract,latent_Mo_catalysts,high
MOMIN2021_ORGANOMET,Tuning the Latent Behavior of Molybdenum Imido Alkylidene N-Heterocyclic Carbene Complexes in Dicyclopentadiene Polymerization,"Momin et al.; Musso; Frey; Buchmeiser MR",2021,10.1021/acs.organomet.0c00740,https://doi.org/10.1021/acs.organomet.0c00740,abstract,T_onset_min,52,degC,,,Mo imido alkylidene NHC + DCPD,PUBLISHED_EXPERIMENTAL,Abstract: tunable DCPD polymerization onset 52-142 C. DSC onset is not 25-75 min isothermal latency at 150 C,phaseforge_ht,high
MOMIN2021_ORGANOMET,Tuning the Latent Behavior of Molybdenum Imido Alkylidene N-Heterocyclic Carbene Complexes in Dicyclopentadiene Polymerization,"Momin et al.; Musso; Frey; Buchmeiser MR",2021,10.1021/acs.organomet.0c00740,https://doi.org/10.1021/acs.organomet.0c00740,abstract,T_onset_max,142,degC,,,Mo imido alkylidene NHC + DCPD,PUBLISHED_EXPERIMENTAL,Upper onset from abstract,phaseforge_ht,high
MOMIN2021_ORGANOMET,Tuning the Latent Behavior of Molybdenum Imido Alkylidene N-Heterocyclic Carbene Complexes in Dicyclopentadiene Polymerization,"Momin et al.; Musso; Frey; Buchmeiser MR",2021,10.1021/acs.organomet.0c00740,https://doi.org/10.1021/acs.organomet.0c00740,abstract,T_exo_max_min,99,degC,,,Mo imido alkylidene NHC + DCPD,PUBLISHED_EXPERIMENTAL,Abstract T_exo_max approximately 99-174 C,phaseforge_ht,high
MOMIN2021_ORGANOMET,Tuning the Latent Behavior of Molybdenum Imido Alkylidene N-Heterocyclic Carbene Complexes in Dicyclopentadiene Polymerization,"Momin et al.; Musso; Frey; Buchmeiser MR",2021,10.1021/acs.organomet.0c00740,https://doi.org/10.1021/acs.organomet.0c00740,abstract,T_exo_max_max,174,degC,,,Mo imido alkylidene NHC + DCPD,PUBLISHED_EXPERIMENTAL,Upper exotherm maximum from abstract,phaseforge_ht,high
US11377580B2,Methods for in situ formation of high glass transition temperature polymers,"Hu X; Zhu SS; Robisson A; Ossia S; Qu M",2022,US11377580B2,https://patents.google.com/patent/US11377580B2/en,patent_fulltext,compression_yield_RT,88,MPa,23,,DCPD no phosphite 50 C reaction example,PUBLISHED_EXPERIMENTAL,Table 3 analogue: about 88 MPa RT / 47 MPa at 98 C. Patent experimental example not a PhaseForge particle test,mechanics_98C_analogue,high
US11377580B2,Methods for in situ formation of high glass transition temperature polymers,"Hu X; Zhu SS; Robisson A; Ossia S; Qu M",2022,US11377580B2,https://patents.google.com/patent/US11377580B2/en,patent_fulltext,compression_yield_98C,47,MPa,98,,DCPD no phosphite 50 C reaction example,PUBLISHED_EXPERIMENTAL,Table 3. Analogue only,mechanics_98C_analogue,high
US11377580B2,Methods for in situ formation of high glass transition temperature polymers,"Hu X; Zhu SS; Robisson A; Ossia S; Qu M",2022,US11377580B2,https://patents.google.com/patent/US11377580B2/en,patent_fulltext,compression_yield_RT,82,MPa,23,,phosphite:M2 approximately 1:1 50 C reaction,PUBLISHED_EXPERIMENTAL,Table 3 analogue: about 82 MPa RT / 50 MPa at 98 C,mechanics_98C_analogue,high
US11377580B2,Methods for in situ formation of high glass transition temperature polymers,"Hu X; Zhu SS; Robisson A; Ossia S; Qu M",2022,US11377580B2,https://patents.google.com/patent/US11377580B2/en,patent_fulltext,compression_yield_98C,50,MPa,98,,phosphite:M2 approximately 1:1 50 C reaction,PUBLISHED_EXPERIMENTAL,Table 3. Analogue only,mechanics_98C_analogue,high
US11377580B2,Methods for in situ formation of high glass transition temperature polymers,"Hu X; Zhu SS; Robisson A; Ossia S; Qu M",2022,US11377580B2,https://patents.google.com/patent/US11377580B2/en,patent_fulltext,compression_yield_RT,73,MPa,23,,delayed formulation 80 C reaction,PUBLISHED_EXPERIMENTAL,Table 3 analogue: about 73 MPa RT / 33 MPa at 98 C for one delayed formulation; other formulations lower at high T,mechanics_98C_analogue,high
US11377580B2,Methods for in situ formation of high glass transition temperature polymers,"Hu X; Zhu SS; Robisson A; Ossia S; Qu M",2022,US11377580B2,https://patents.google.com/patent/US11377580B2/en,patent_fulltext,compression_yield_98C,33,MPa,98,,delayed formulation 80 C reaction,PUBLISHED_EXPERIMENTAL,Table 3. 33 MPa is below 41 MPa (6000 psi). Analogue only,mechanics_98C_analogue,high
US11377580B2,Methods for in situ formation of high glass transition temperature polymers,"Hu X; Zhu SS; Robisson A; Ossia S; Qu M",2022,US11377580B2,https://patents.google.com/patent/US11377580B2/en,patent_fulltext,DCPD_TriCPD_70_30_stronger,1,boolean,,,70/30 DCPD/TriCPD vs pure pDCPD,PUBLISHED_EXPERIMENTAL,Patent reports 70/30 DCPD/TriCPD showed greater compression yield strength than pure pDCPD at RT and 98 C. Boolean 1=true. Not a PhaseForge measurement,mechanics_98C_analogue,high
DELLA2005_JAPS,Macroporous poly(dicyclopentadiene) beads,"Della Martina A; Graf R; Hilborn JG",2005,10.1002/app.21452,https://doi.org/10.1002/app.21452,abstract,SSA_min,1.3,m2/g,,,macroporous pDCPD beads,PUBLISHED_EXPERIMENTAL,Abstract: droplets as microreactors; SSA 1.3-3.1 m2/g. Particle diameters not numerically stated in abstract,bead_microreactor,high
DELLA2005_JAPS,Macroporous poly(dicyclopentadiene) beads,"Della Martina A; Graf R; Hilborn JG",2005,10.1002/app.21452,https://doi.org/10.1002/app.21452,abstract,SSA_max,3.1,m2/g,,,macroporous pDCPD beads,PUBLISHED_EXPERIMENTAL,Abstract,bead_microreactor,high
KOVACIC2020_MCF,Ring-opening Metathesis Polymerisation derived poly(dicyclopentadiene) based materials,"Kovacic S; Slugovc C",2020,10.1039/D0QM00296H,https://pubs.rsc.org/en/content/articlehtml/2020/qm/d0qm00296h,open_html,Tg_typical_min,140,degC,,,crosslinked pDCPD,PUBLISHED_EXPERIMENTAL,Review: Tg usually 140-165 C; >200 C after repeated cycles or prolonged heating,mechanics_Tg,high
KOVACIC2020_MCF,Ring-opening Metathesis Polymerisation derived poly(dicyclopentadiene) based materials,"Kovacic S; Slugovc C",2020,10.1039/D0QM00296H,https://pubs.rsc.org/en/content/articlehtml/2020/qm/d0qm00296h,open_html,Tg_typical_max,165,degC,,,crosslinked pDCPD,PUBLISHED_EXPERIMENTAL,Review statement,mechanics_Tg,high
VIDAVALAPATI2015_BJOC,Thermal properties of ruthenium alkylidene-polymerized dicyclopentadiene,"Vidavsky et al.",2015,10.3762/bjoc.11.159,https://www.beilstein-journals.org/bjoc/content/pdf/1860-5397-11-159.pdf,open_access_pdf,Tg_literature_band,140-165,degC,,,pDCPD,PUBLISHED_EXPERIMENTAL,Cites Cao Tg 165 C; Kessler/Mauldin 164 C; Kessler/White 139 C fully cured,mechanics_Tg,high
PMC12566568,Effect of Carbon-Based Modifications of Polydicyclopentadiene Resin on Tribological and Mechanical Properties,"(PMC article authors)",2025,PMC12566568,https://pmc.ncbi.nlm.nih.gov/articles/PMC12566568/,open_access_fulltext,compressive_strength_unreinforced,78.0,MPa,23,,neat PDCPD,PUBLISHED_EXPERIMENTAL,Text: 78.0 MPa for unreinforced matrix vs 93.2 MPa with 5 wt% CF. Room-temperature test,mechanics_RT,high
PMC12566568,Effect of Carbon-Based Modifications of Polydicyclopentadiene Resin on Tribological and Mechanical Properties,"(PMC article authors)",2025,PMC12566568,https://pmc.ncbi.nlm.nih.gov/articles/PMC12566568/,open_access_fulltext,tensile_strength_unreinforced,45.5,MPa,23,,neat PDCPD,PUBLISHED_EXPERIMENTAL,Room temperature,mechanics_RT,high
YANG2026_JAPS,Research on Novel Phase-Change Fracturing Fluids Based on High-Strength Modified Resins,"Yang et al.",2026,10.1002/app.70365,https://doi.org/10.1002/app.70365,abstract,compressive_strength,95,MPa,,,DCPD-modified unsaturated polyester PGC1,PUBLISHED_EXPERIMENTAL,Abstract: compressive strength increased from 42 to 95 MPa. Test temperature not stated as 150 C in abstract,analogue_strength,medium
YANG2026_JAPS,Research on Novel Phase-Change Fracturing Fluids Based on High-Strength Modified Resins,"Yang et al.",2026,10.1002/app.70365,https://doi.org/10.1002/app.70365,abstract,IFT_min,3.2,mN/m,,,MPCF formulation,PUBLISHED_EXPERIMENTAL,Abstract: ideal interfacial tension 3.2-4.5 mN/m; sphericity 0.9; breakage 1.5% at 60 MPa,droplet_IFT,high
YANG2026_JAPS,Research on Novel Phase-Change Fracturing Fluids Based on High-Strength Modified Resins,"Yang et al.",2026,10.1002/app.70365,https://doi.org/10.1002/app.70365,abstract,IFT_max,4.5,mN/m,,,MPCF formulation,PUBLISHED_EXPERIMENTAL,Abstract,droplet_IFT,high
YANG2026_JAPS,Research on Novel Phase-Change Fracturing Fluids Based on High-Strength Modified Resins,"Yang et al.",2026,10.1002/app.70365,https://doi.org/10.1002/app.70365,abstract,breakage_rate,1.5,percent,,60,phase-change proppant MP,PUBLISHED_EXPERIMENTAL,Abstract,analogue_crush,medium
BAI2025_IECR,On-Demand In Situ Proppant Generation via Temperature-Induced Solidification of Fracturing Fluid,"Bai S; Yang Y; Wang L; Yang Z; Lu H",2025,10.1021/acs.iecr.5c03553,https://doi.org/10.1021/acs.iecr.5c03553,abstract,polymerization_time_min,4,min,,,phenolic epoxy vinyl resin + SR,PUBLISHED_EXPERIMENTAL,Abstract: polymerization time shortened to 4-30 min; sphericity >=0.9. Full paper not retrieved,analogue_ISP,medium
BAI2025_IECR,On-Demand In Situ Proppant Generation via Temperature-Induced Solidification of Fracturing Fluid,"Bai S; Yang Y; Wang L; Yang Z; Lu H",2025,10.1021/acs.iecr.5c03553,https://doi.org/10.1021/acs.iecr.5c03553,abstract,polymerization_time_max,30,min,,,phenolic epoxy vinyl resin + SR,PUBLISHED_EXPERIMENTAL,Abstract,analogue_ISP,medium
BAI2025_IECR,On-Demand In Situ Proppant Generation via Temperature-Induced Solidification of Fracturing Fluid,"Bai S; Yang Y; Wang L; Yang Z; Lu H",2025,10.1021/acs.iecr.5c03553,https://doi.org/10.1021/acs.iecr.5c03553,abstract,sphericity_min,0.9,dimensionless,,,ISP,PUBLISHED_EXPERIMENTAL,Abstract,sphericity,medium
LIANG2025_GEOEN,Preparation and evaluation of a novel in-situ self-propping fracturing fluid system,"Liang Xu; Ke Xu; Qingzhong Zhu; Dingwei Weng; Peijuan Zhu; et al.",2025,10.1016/j.geoen.2025.213998,https://doi.org/10.1016/j.geoen.2025.213998,paywalled_title_only,bibliographic_record,1,dimensionless,,,,PUBLISHED_EXPERIMENTAL,DOI verified; full text not retrieved. No numerical properties recorded from this paper,prior_art_flag,low
HINZE1955,Fundamentals of the hydrodynamic mechanism of splitting in dispersion processes,Hinze JO,1955,10.1002/aic.690010303,https://doi.org/10.1002/aic.690010303,classic_correlation,hinze_prefactor,0.55,dimensionless,,,,ASSUMED_FOR_SENSITIVITY,Kolmogorov-Hinze dmax = C (sigma/rho)^0.6 epsilon^-0.4; C typically ~0.5-0.7,droplet_breakup,medium
