diameter_um,D_mode,diffusion_model,activator_activity,temperature_C,t_partition_min,t_diffusion_min,t_activation_min,t_polymerization_min,t_post_trigger_particle_min,t_trigger_arrival_min,t_trigger_arrival_tag,t_total_after_initial_pumping_min,in_challenge_window_from_pumping,in_window_from_contact,t_arr_min_allowable_min,t_arr_max_allowable_min,envelope_feasible,status,pathway,uncertainty,dispersion_5min_entire_band_in_window,dispersion_10min_entire_band_in_window,dispersion_15min_entire_band_in_window
70.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.10395059582832274,10.0,15.0,27.103950595828323,0.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,27.103950595828323,True,True,0.0,47.89604940417168,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
70.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.10395059582832274,10.0,15.0,27.103950595828323,55.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,82.10395059582832,False,True,0.0,47.89604940417168,True,UNKNOWN,OUTSIDE_WINDOW_OR_UNCONSTRAINED,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
70.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.10395059582832274,10.0,15.0,27.103950595828323,60.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,87.10395059582832,False,True,0.0,47.89604940417168,True,UNKNOWN,OUTSIDE_WINDOW_OR_UNCONSTRAINED,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
100.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.21214407311902603,10.0,15.0,27.212144073119028,0.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,27.212144073119028,True,True,0.0,47.78785592688097,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
100.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.21214407311902603,10.0,15.0,27.212144073119028,5.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,32.21214407311903,True,True,0.0,47.78785592688097,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,False,False
100.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.21214407311902603,10.0,15.0,27.212144073119028,10.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,37.21214407311903,True,True,0.0,47.78785592688097,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,False
100.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.21214407311902603,10.0,15.0,27.212144073119028,15.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,42.21214407311903,True,True,0.0,47.78785592688097,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,True
100.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.21214407311902603,10.0,15.0,27.212144073119028,20.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,47.21214407311903,True,True,0.0,47.78785592688097,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,True
100.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.21214407311902603,10.0,15.0,27.212144073119028,25.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,52.21214407311903,True,True,0.0,47.78785592688097,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,True
100.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.21214407311902603,10.0,15.0,27.212144073119028,30.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,57.21214407311903,True,True,0.0,47.78785592688097,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,True
100.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.21214407311902603,10.0,15.0,27.212144073119028,35.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,62.21214407311903,True,True,0.0,47.78785592688097,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,False
100.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.21214407311902603,10.0,15.0,27.212144073119028,40.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,67.21214407311903,True,True,0.0,47.78785592688097,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,False,False
100.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.21214407311902603,10.0,15.0,27.212144073119028,45.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,72.21214407311903,True,True,0.0,47.78785592688097,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
100.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.21214407311902603,10.0,15.0,27.212144073119028,50.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,77.21214407311903,False,True,0.0,47.78785592688097,True,UNKNOWN,OUTSIDE_WINDOW_OR_UNCONSTRAINED,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
100.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.21214407311902603,10.0,15.0,27.212144073119028,55.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,82.21214407311903,False,True,0.0,47.78785592688097,True,UNKNOWN,OUTSIDE_WINDOW_OR_UNCONSTRAINED,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
100.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.21214407311902603,10.0,15.0,27.212144073119028,60.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,87.21214407311903,False,True,0.0,47.78785592688097,True,UNKNOWN,OUTSIDE_WINDOW_OR_UNCONSTRAINED,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
150.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.4773241645178085,10.0,15.0,27.47732416451781,0.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,27.47732416451781,True,True,0.0,47.52267583548219,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
150.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.4773241645178085,10.0,15.0,27.47732416451781,5.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,32.47732416451781,True,True,0.0,47.52267583548219,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,False,False
150.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.4773241645178085,10.0,15.0,27.47732416451781,10.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,37.47732416451781,True,True,0.0,47.52267583548219,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,False
150.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.4773241645178085,10.0,15.0,27.47732416451781,15.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,42.47732416451781,True,True,0.0,47.52267583548219,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,True
150.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.4773241645178085,10.0,15.0,27.47732416451781,20.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,47.47732416451781,True,True,0.0,47.52267583548219,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,True
150.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.4773241645178085,10.0,15.0,27.47732416451781,25.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,52.47732416451781,True,True,0.0,47.52267583548219,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,True
150.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.4773241645178085,10.0,15.0,27.47732416451781,30.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,57.47732416451781,True,True,0.0,47.52267583548219,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,True
150.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.4773241645178085,10.0,15.0,27.47732416451781,35.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,62.47732416451781,True,True,0.0,47.52267583548219,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,False
150.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.4773241645178085,10.0,15.0,27.47732416451781,40.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,67.47732416451781,True,True,0.0,47.52267583548219,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,False,False
150.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.4773241645178085,10.0,15.0,27.47732416451781,45.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,72.47732416451781,True,True,0.0,47.52267583548219,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
150.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.4773241645178085,10.0,15.0,27.47732416451781,50.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,77.47732416451781,False,True,0.0,47.52267583548219,True,UNKNOWN,OUTSIDE_WINDOW_OR_UNCONSTRAINED,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
150.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.4773241645178085,10.0,15.0,27.47732416451781,55.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,82.47732416451781,False,True,0.0,47.52267583548219,True,UNKNOWN,OUTSIDE_WINDOW_OR_UNCONSTRAINED,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
150.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.4773241645178085,10.0,15.0,27.47732416451781,60.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,87.47732416451781,False,True,0.0,47.52267583548219,True,UNKNOWN,OUTSIDE_WINDOW_OR_UNCONSTRAINED,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
200.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.8485762924761041,10.0,15.0,27.848576292476103,0.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,27.848576292476103,True,True,0.0,47.1514237075239,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
200.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.8485762924761041,10.0,15.0,27.848576292476103,5.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,32.8485762924761,True,True,0.0,47.1514237075239,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,False,False
200.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.8485762924761041,10.0,15.0,27.848576292476103,10.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,37.8485762924761,True,True,0.0,47.1514237075239,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,False
200.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.8485762924761041,10.0,15.0,27.848576292476103,15.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,42.8485762924761,True,True,0.0,47.1514237075239,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,True
200.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.8485762924761041,10.0,15.0,27.848576292476103,20.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,47.8485762924761,True,True,0.0,47.1514237075239,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,True
200.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.8485762924761041,10.0,15.0,27.848576292476103,25.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,52.8485762924761,True,True,0.0,47.1514237075239,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,True
200.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.8485762924761041,10.0,15.0,27.848576292476103,30.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,57.8485762924761,True,True,0.0,47.1514237075239,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,True
200.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.8485762924761041,10.0,15.0,27.848576292476103,35.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,62.8485762924761,True,True,0.0,47.1514237075239,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,True,False
200.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.8485762924761041,10.0,15.0,27.848576292476103,40.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,67.84857629247611,True,True,0.0,47.1514237075239,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,True,False,False
200.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.8485762924761041,10.0,15.0,27.848576292476103,45.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,72.84857629247611,True,True,0.0,47.1514237075239,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
200.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.8485762924761041,10.0,15.0,27.848576292476103,50.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,77.84857629247611,False,True,0.0,47.1514237075239,True,UNKNOWN,OUTSIDE_WINDOW_OR_UNCONSTRAINED,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
200.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.8485762924761041,10.0,15.0,27.848576292476103,55.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,82.84857629247611,False,True,0.0,47.1514237075239,True,UNKNOWN,OUTSIDE_WINDOW_OR_UNCONSTRAINED,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
200.0,lee_ambient,lee_ambient,1.0,150.0,2.0,0.8485762924761041,10.0,15.0,27.848576292476103,60.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,87.84857629247611,False,True,0.0,47.1514237075239,True,UNKNOWN,OUTSIDE_WINDOW_OR_UNCONSTRAINED,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
270.0,lee_ambient,lee_ambient,1.0,150.0,2.0,1.5465302930377,10.0,15.0,28.546530293037698,0.0,ASSUMED_FOR_DEPLOYMENT_SCENARIO,28.546530293037698,True,True,0.0,46.4534697069623,True,UNKNOWN,PLAUSIBLE_CANDIDATE,Lee D is ambient; partition/activation/poly are analogue/ASSUMED; trigger arrival is operational ASSUMED_FOR_DEPLOYMENT_SCENARIO; front dispersion ASSUMED_FOR_SENSITIVITY ±5/10/15 min.,False,False,False
